,Path,Canonical,Transcript,Predict
64,NDBA_7_NAM_S0010_97,x i _1 t_h 7_X j _5a ts_ a N _2 tS a j _1 b E_X J _3 b a w _1 v a _2 r 7_X t _5b x wp E _3 m E_X J _6a J a _2 m uo _1 r 7_X t _5b v u j _1 m 7 j _2 v i _6a b a _5a t M7 k _5b l e n _1 s E _1 N M7 _6a v 7 j _5a m i J _2,x i _1 t_h 7_X j _5a ts_ a N _2 tS a j _1 tS E _3 b O_X Nm _3 b a w _1 v a _2 z 7_X t _5b x wp E _3 m E_X J _6a J a _2 m uo _1 z 7_X t _5b v u j _1 m 7 j _2 v i _6a b a _5a t M7 k _5b l e n _1 s E _1 N M7 _6a v 7 j _5a m i J _2,x i _1 t_h 7_X j _5a ts_ a N _2 tS a j _1 tS E _3 b a w _3 b a w _1 v a _2 r 7_X t _5b x wp E _3 m E_X J _6a J a _2 m uo _1 r 7_X t _5b v u j _1 m 7 j _2 v i _6a b a _5a t M7 k _5b l e n _1 s E n _1 N M7 _6a v 7 j _5a m i J _2
65,LXT_Nam_6_S0008_64,m o t _6b l u _4 G a _2 tS o Nm _5a l u _4 G a _2 m a j _5a tS o n _5a S E_X k _6b,m o t _6b l u _4 G a _2 tS o Nm _5a l u _4 G a _2 m a j _5a tS o n _5a s E_X k _6b,m o t _6b l u G a n _2 tS o n _5a l u w a _5a m a j _5a o n _5a E_X J _6b
66,CNBA_Nu_6_S0003_21,n a N _2 d E_X J _2 k e _3 v 7 j _5a v uo _1 ts_ a _1 v e _2 ts_ wp ie n _6a n a N _2 d a _4 h M7 _5a v 7 j _5a e k _5b,l a N _2 d E_X J _2 k e _3 v 7 j _5a v uo _1 ts_ a _1 v e _2 ts_ wp ie n _6a l a N _2 d a _4 h M7 _5a v 7 j _5a e k _5b,l a N _2 d E_X J _2 k e _3 v 7 j _5a v uo _1 ts_ a _1 v e _2 ts_ wp ie n _6a l a N _2 d a _4 h M7 _5a v 7 j _5a e k _5b
67,CNBA_Nu_6_S0003_107,S a N _5a S a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1,s a N _5a s a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1,S a N _5a S a N _5a m E _6a z 7_X n _5a ts_ u _5a d i _1 k ie m _5a a_X n _1
68,NTM_Nam_6_S00010_29,k O _5a l M N _1 h u _4 r M7 w _6a,k O _5a l M N _1 h u _4 r i w _6a,k O _5a _5a 7_X Nm _5a v u _1 r i w _6a
69,THA_Nu_6_S00042_211,N O _3 i _5a ts_ i _6a ts_ O _1 v E _1 t i _5a dZ i _2 J E _5a,N O _4 i _5a ts_ i _6a ts_ O _1 v E _1 t i _5a dZ i _2 J E _5a,N O _4_5a i _5a ts_ i _2 ts_ O _1 v e _1 t i _5a dZ i _2 J E _5a
70,PTT_7_NU_S0041_78,b uo j _3 tS M7 _1 l i m _1 z i m _1,b uo j _3 ts_ M7 _1 l i m _1 z i m _1,b uo j _3 tS M7 _1 l i m _1 dZ i m _1
71,PTL_7_NU_S0008_114,S M _3 t 7 _5a m a N _1 s M _5a S 7 _3 m uo N _1 t_h u _5a n E _2,S M _3 t 7 _5a m a N _1 s M _5a s M _3 m uo N _1 t_h u _5a n E _2,S M _3 t 7 _5a m a N _1 s M _5a S M _3 m uo _5b t u _5a n E _2
72,TPA_Nu_6_S0009_53,G a _2 tS o Nm _5a S 7 _6a ts_ a_X j _6a m 7_X t _5b,G a _2 tS o Nm _5a s 7 _6a ts_ a_X j _6a m 7_X t _5b,v a _2 tS o Nm _5a S 7 _6a ts_ a_X j _3 m a_X t _5b
73,LXT_Nam_6_S0008_117,S a w _1 k 7_X w _6a b ie t _5b,s a w _1 k 7_X w _6a b ie t _5b,S a _1 k 7_X w _6a b ie t _5b
74,LXT_Nam_6_S0008_68,t_h a w _3 E_X J _1 7 j _1 b 7_X j _1 dZ 7 _2 t 7 _5a d O_X kp _6b b a j _2 S O j _5a v a _2 z e _1 J E _5a,t_h a w _3 E_X J _1 7 j _1 b 7_X j _1 dZ 7 _2 t 7 _5a d O_X kp _6b b a j _2 s O j _5a v a _2 z 7_X j _1 J E _5a,_2 a _5a 7 j _6a dZ b v _5a
75,ĐNL_Nu_6_S0007_81,b a w _5a k O n _1 b a w _5a k O n _1 r 7_X t _5b t M k _5b,b a w _5a k O n _1 b a w _5a k O n _1 z 7_X t _5b t M k _5b,t a w _5a k O n _1 b a w _5a k O n _1 r 7_X t _5b t M k _5b
76,LXT_Nam_6_S0008_65,h a j _1 G a _2 tS o Nm _5a b E n _2 h E_X k _6b S E_X k _5b b a k _5b ts_ O _5a,h a j _1 G a _2 tS o Nm _5a b E n _2 h E_X k _6b s E_X k _5b b a k _5b ts_ O _5a,h a j _1 G a _2 tS o Nm _5a b E n _2 h E_X J _6a S E_X k _5b t a k _5b ts_ O _5a
77,PC_7_NAM_S0004_64,v i _2 S a w _1 b a n _6a l a j _6a t_h i k _5b ts_ 7 j _1 v 7 j _5a t 7 _5a,v i _2 s a w _1 b a n _6a l a j _6a t_h i k _5b ts_ 7 j _1 v 7 j _5a t 7 _5a,v i _2 S a w _1 b a n a j t_h i k _5b 7 j _2 7 _5a t 7 _5a
78,CNBA_Nu_6_S0003_148,n O _5a a p _5b S a t _5b m E _6a k a m _3 dZ a k _5b l 7_X N _1 l 7_X N _1 x O _5a t a _3,l O _5a a p _5b s a t _5b m E _6a k a m _3 dZ a k _5b l 7_X N _1 l 7_X N _1 x O _5a t a _3,l a _2 a p _5b S a t _5b m i _6a k a m _3 dZ a k _5b l a_X N l 7_X N _5a x O _5a t a _3
79,PTT_7_NU_S0041_129,l a _2 b O _2 N i _3 J a j _1 r o j _2 l a _2,l a _2 b a _2 N i _3 J a j _1 r o j _2 l a _2,l a _2 b O _2 N i _2 a _2
80,TPA_Nu_6_S0009_66,d M7 k _6b m E _6a ie w _1 t_h M7 N _1 ts_ a_X m _1 S O_X kp _5b k a _3 b a _1 k o _1 G a j _5a l 7 n _5a J E_X J _1 J M _1 t_h o j _3,d M7 k _6b m E _6a ie w _1 t_h M7 N _1 ts_ a_X m _1 s O_X kp _5b k a _3 b a _1 k o _1 G a j _5a l 7 n _5a J E_X J _1 J M _1 r o j _3,d o N _5a e _6a ie w _1 t_h M7 N _1 a_X m _1 S O_X kp _5b k a _3 a _1 k o _1 G a j _5a l 7 n _5a E_X J _1 M _1 o j _3
81,HYT_Nu_6_S0005_17,n O _5a N o j _2 t_h u _1 l u _1 tS e n _1 S 7_X n _1,n O _5a n o j _2 t_h u _1 l u _1 tS e n _1 s 7_X n _1,n O _5a l u Nm _2 t_h u _1 r u _1 tS e n _1 s E_X J _1
82,TPA_Nu_6_S0009_12,k M _5a t_h e _5a ts_ u _5a S a j _1 x ie n _5a z a_X j _6a z o _4 t 7_X t _5b k a _3,k M _5a t_h e _5a ts_ u _5a s a j _1 x ie n _5a z a_X j _6a dZ o _4 t 7_X t _5b k a _3,k M _5a t_h e _5a t_h M _5a S a_X N _1 M N _5a z a_X j _1 ts_ uo _5a t 7_X t _5b k a _3
83,CPT_Nu_6_S0004_15,ts_ uo t _6b u t _5b h 7 n _5a h 7 _3 k e _3 t ie p _5b,ts_ uo t _6b u t _5b h 7 n _5a h 7 _3 k e _5a t ie p _5b,ts_ uo t _5b k u t _5b h 7 n _5a ht_h 7 _3 k e _5a t ie p _5b
84,NHM_7_NU_S0006_127,S a N _5a S 7 m _5a h o m _1 S a_X w _1 v 7 _6a ts_ o Nm _2 l a N _1 l ie w _1 S u Nm _1 S M7 N _5a J i n _2 h a j _1 ts_ ie k _5b b E_X J _5a m 7_X m _1 l 7 n _5a s e p _5b d 7_X j _2 h a j _1 t_h M _5a k wp i _5a k e t _5b k wp a _3 k o Nm _1 S M k _5b S a N _5a t a w _6a k uo _3 m i J _2,s a N _5a s 7 m _5a h o m _1 s a_X w _1 v 7 _6a ts_ o Nm _2 l a N _1 l ie w _1 s u Nm _1 s M7 N _5a J i n _2 h a j _1 ts_ ie k _5b b E_X J _5a m 7_X m _1 l 7 n _5a s e p _5b d 7_X j _2 h a j _1 t_h M _5a k wp i _5a k e t _5b k wp a _3 k o Nm _1 s M k _5b s a N _5a t a w _6a k uo _3 m i J _2,f 7_X n _5a S 7 m _5a h o m _1 s a_X w _1 v 7 _5a o Nm _2 a w _1h wp e w _1 s u N _1 s 7 N _5a J i n _2 h a j _1 ts_ ie k _5b b E_X J _5a m 7_X m _1 l 7 n _5a s e p _5b d 7_X j _2 h a j _1 t_h M _5a k wp i _5a k e t _5b k wp a _3 k o Nm _1 S M k _5b S a N _5a t a w _6a k uo _3 m i J _2
85,NMA_7_NU_S0002_76,S M _1 t M _3 s wp 7_X t _5b k wp 7_X n _1,s M _1 t M _3 s wp 7_X t _5b k wp 7_X n _1,S M _1 t ie _3 s wp 7_X t _5b k wp E_X J _1
86,NNM_Nu_6_S00045_66,d a_X t _6b z M7 j _5a o Nm _5a x O j _5a m o t _6b t_h u Nm _2 n M7 k _5b S o j _1,d a_X t _6b z M7 j _5a o Nm _5a x O _5a m o t _6b t_h u Nm _2 n M7 k _5b S o j _1,_5a a i r 7 k o ts_ M N _2 _3
87,GQM_Nam_6_S0006_32,k O n _1 t a_X w _2 d o _2 b a n _6a ts_ uo t _6b u t _5b h 7 n _1 h 7 n _5a h 7 _3 k e _3 t ie p _5b v 7 j _5a m E _6a v e _2 k O n _1 dZ i _2,k O n _1 t a_X w _2 d o _2 b a n _6a ts_ uo t _6b u t _5b h 7 n _1 h 7 _6a k e _3 t ie p _5b v 7 j _5a m E _6a v e _2 k O n _1 dZ i _2,_1 t 7 _2 d o _2 b a n _6a ts_ uo t _6b u t _5b h 7 n _1 h 7 n _6a k e _3 t ie p _5b v 7 j _5a m E _6a v e _2 k O n _1 dZ i _2
88,PTT_7_NU_S0041_145,b e _1 v i _2 tS M7 _1 h E _2 r 7_X t _5b ie n _1 t i J _4,b e _1 v i _2 ts_ M7 _1 h E _2 r 7_X t _5b ie n _1 t i J _4,b a _1 v i _2 ts_ ie _1 h E _2 7_X t _5b ie n _1 t i J _4
89,TTD_7_NAM_S0001_14,m a_X t _5b d E n _1 S a N _5a N 7 j _2,m a_X t _5b d E n _1 s a N _5a N 7 j _2,m a_X t _6b d E n _1 S a N _5a N 7 j _2
90,LXT_Nam_6_S0008_48,m o t _6b h o m _1 l u _4 G a _2 m a j _5a tS o n _5a S E_X k _6b,m o t _6b h o m _1 l u _4 G a _2 m a j _5a tS o n _5a s E_X k _6b,m 7 _5a h o m _1 l u m _1 a _5a m a_X _5a ts_ 7 _5a S E_X J _6b
91,THA_Nu_6_S00042_217,N O _5a ts_ i _6a G a _2 d a p _6b d a p _6b r u _4 r u _4 l uo _5a,N O _5a ts_ i _6a G a _2 d a p _6b d a p _6b z u _4 z u _4 l uo _5a,N O _5a ts_ i w _6a G a _2 d a _6b d a k _6b h M7 N _5a t u _5a l uo _5a
92,CPT_Nu_6_S0004_132,S a_X w _1 d O _5a n O _5a G a_X p _6b J M N _4 k O n _1 dZ i _2,s a_X w _1 d O _5a n O _5a G a_X p _6b J M N _4 k O n _1 dZ i _2,S a_X w _1 d O _5a n O Nm _5a G a_X p _6b J M N _4 k O n _1 dZ i _2
93,NHM_7_NU_S0006_103,N M7 j _2 t_h i _2 l e n _1 d o kp _5b t_h u kp _5b b o _6a h a _6a S a_X n _1 t_h u _5a l a _6a b a_X t _5b ts_ i m _1 k wp i _5a,N M7 j _2 t_h i _2 l e n _1 d o kp _5b t_h u kp _5b b o _6a h a _6a s a_X n _1 t_h u _5a l a _6a b a_X t _5b ts_ i m _1 k wp i _2,G a j _5a i _2 l e n _1 t O kp _5b t_h M _5b b o _6a h a _4 s 7_X n _1 o w _5a a j _6a b a_X t _5b ts_ i w _1 k wp i _5a
94,CTT_Nam_6_S00044_17,m E _6a d a _4 a n _1 u j _3 b E _5a l e _1 J M _1 t_h e _5a n a w _2,m E _6a d a _4 a_X n _1 u j _3 b E _5a l e _1 J M _1 t_h e _5a n a w _2,m E _6a d a _6a a_X n u j _3 b E _5a b e j _1 J M _1 t_h e _5a n a w _2
95,ĐNK_7_NU_S0048_8,r a_X w _1 s u m _1 s wp e _1 n M7 N _1 b a j _4,r a_X w _1 s u m _1 s wp e _1 l M7 N _1 b a j _4,r a_X _1 s u m _1 s wp e _1 n M7 N _1 b a j _4
96,THA_Nu_6_S00042_19,t ie N _5a S o _3 t ie N _5a s i _1 t ie N _5a S E _3,t ie N _5a S o _3 t ie N _5a s i _1 t ie N _5a z E _3,t ie N _5a S M N _5a u t ie N _5a s i _1 t ie N _5a dZ E _3
97,TPA_Nu_6_S0009_4,S a N _5a S a N _5a G a _2 tS o Nm _5a G a_X j _5a v a N _1,s a N _5a s a N _5a G a _2 tS o Nm _5a G a_X j _5a v a N _1,S a N _5a S a N _5a l a _5a tS o Nm _5a G a_X j _5a v a N _1
98,PTL_7_NU_S0008_87,k a j _5a k o _3 t_h u t _6b N a_X n _5a t_h u t _6b z a _1 t_h u t _6b z a j _2 v a w _2 r a _1,k a j _5a k o _3 t_h u t _6b N a_X n _5a t_h u t _6b z a _1 t_h u t _6b z a _1 v a w _2 r a _1,k a j _5a k o _3 t_h u t _6b N a_X n _5a t_h u t _6b z a _1 t_h u t _6b z a _1 v a w _2 r a _3
99,GQM_Nam_6_S0006_25,n O _5a n O _5a k wp a _5a t O _1 l a m _2 ts_ uo t _6b k O n _1 S 7 _6a l a m _2 tS E _3 k O n _1 r 7_X t _5b S 7 _6a,n O _5a n O _5a k wp a _5a t O _1 l a m _2 ts_ uo t _6b k O n _1 s 7 _6a l a m _2 tS E _3 k O n _1 r 7_X t _5b s 7 _6a,n O _5a n O _5a k wp a _5a t O _1 l a m _2 ts_ uo t _6b k O n _1 S 7 _3 l a _2 ts_ O _5a k O n _1 r 7_X t _5b S 7 _6a
100,NTN_7_NU_S0042_39,t ie N _5a tS o Nm _5a b a_X t _5b d 7_X w _2 m o t _6b n a_X m _1 h O_X kp _6b m 7 j _5a,t ie N _5a ts_ o Nm _5a b a_X t _5b d 7_X w _2 m o t _6b n a_X m _1 h O_X kp _6b m 7 j _5a,t ie N _5a tS o Nm _5a b a_X t _5b d 7_X w _2 m o t _6b n a_X m h O kp _5a m 7 j _5a
101,TPA_Nu_6_S0009_86,t_h 7_X j _5a k o _1 h a j _1 d a N _1 s E _1 ts_ i _3 S O_X kp _5b k O n _1 b a w _3,t_h 7_X j _5a k o _1 h a j _1 d a N _1 s E _1 ts_ i _3 s O_X kp _5b k O n _1 b a w _3,t_h 7_X j _5a k o _1 h a j _1 d a N _1 s E _1 ts_ i _3 s O_X kp _5b k O n _1 b a _3
102,PTT_7_NU_S0041_11,k o _1 n a N _2 h a _6a t i J _1 N i k _6b s E n _1 v a w _2,k o _1 n a N _2 h a _6a t i J _1 N i k _6b S E n _1 v a w _2,k o _1 n a N _2 h a _6a t i J _1 N i k _6b s E n _1 v a w _2
103,NHM_7_NU_S0006_4,v e _2 S a_X w _1 J ie w _2 N M7 j _2 v e _2 d o Nm _2 b a_X N _2 v a _2 v E n _1 b ie n _3 S i J _1 S o Nm _5a,v e _2 s a_X w _1 J ie w _2 N M7 j _2 v e _2 d o Nm _2 b a_X N _2 v a _2 v E n _1 b ie n _3 s i J _1 s o Nm _5a,v e _2 S a_X w _6a J ie w _2 N M7 j _2 v e _2 d o N _2 b a N _2 N a_X N v M7 _6a s i J _1 S o Nm _5a
104,LXT_Nam_6_S0008_75,z e _1 k O n _1 b E n _2 l 7_X j _5a h e t _5b S M k _5b h E t _5b b E _1 b E _1,z e _1 k O n _1 b E n _2 l 7_X j _5a h e t _5b s M k _5b h E t _5b b E _1 b E _1,z e w _5a k O n _1 b E n _2 l 7_X j _5a h e t _5b S M k _5b h a t _5b b E b E _1
105,NMA_7_NU_S0002_151,h o m _1 n a w _2 m E _6a G a_X t _6b,h o m _1 n a w _2 m E _6a G 7_X t _6b,h o m _1 n a w _2 m E n _2 G 7_X t _6b
106,CNBA_Nu_6_S0003_55,v M7 n _6a ts_ M7 _1 z a m _5a r a _1 s a _1,v M7 n _6a ts_ M7 _1 z a m _5a z a _1 s a _1,v M7 _6b ts_ M7 _1 dZ a m _3 r a _1 S a _1
107,CPT_Nu_6_S0004_59,t_h O _3 S 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4,t_h O _3 s 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4,t_h 7 _3 s 7 _6a u t _5b 7 _6a tS 7_X n _1 b 7 _2 k o _3 v u _6b
108,CNBA_Nu_6_S0003_171,m o t _6b k a _5a m 7_X p _6b a p _5b S a t _5b k a _5a m a_X N _1,m o t _6b k a _5a m 7_X p _6b a p _5b s a t _5b k a _5a m a_X N _1,m o t _6b k a _5a m 7_X p _6b a p _5b S a t _5b k a _5a m a_X N _1
109,CNBA_Nu_6_S0003_15,N i _4 d i _1 N i _4 l a j _6a n a N _2 d E_X J _2 h M7 _5a v 7 j _5a e k _5b,N i _4 d i _1 N i _4 l a j _6a l a N _2 d E_X J _2 h M7 _5a v 7 j _5a e k _5b,N i _4 d i _1 N i _4 l a j _6a l a N _2 d 7_X j _2 h M7 _4 v 7 j _5a e k _5b
110,MK_7_NU_S0007_82,tS a_X N _1 S O j _1 f 7_X j _3 v a N _2 z e t _6b,tS a_X N _1 s O j _1 f 7_X j _3 v a N _2 z e t _6b,tS a_X N _1 s o j _1 s 7 j _6a v a N _2 r e n _6b
111,ĐNK_7_NU_S0048_161,o _2 tS E _1 r 7_X t _5b m a t _5b,o _2 ts_ E _1 r 7_X t _5b m a t _5b,o _2 tS E E_X J _1 r 7_X t _5b m a t _5b
112,CPT_Nu_6_S0004_17,n O _5a n a_X m _2 t_h u _1 l u _1 tS e n _1 S 7_X n _1,n O _5a n a_X m _2 t_h u _1 l u _1 tS e n _1 s 7_X n _1,n O _5a l a m _2 t_h u _1 l u _1 tS e n _1 S 7_X n _1
113,TTT_Nu_6_S00049_27,k O _5a m a _5a b E _5a l e _1 ts_ a _3 S 7 _6a n M7 _4,k O _5a m a _5a b E _5a l e _1 ts_ a _3 S 7 _6a l M7 _4,k o _5a m a _2 b E _3 l e _1 ts_ a _2 S 7 _3 l M7 _4
114,CNBA_Nu_6_S0003_142,k a _5a m 7_X p _6b a p _5b S a t _5b k a _5a m a_X N _1,k a _5a m 7_X p _6b a p _5b s a t _5b k a _5a m a_X N _1,k a m _5a m 7_X t _6b a p _5b S a k _5b k a m _3 m a_X N _1
115,PC_7_NAM_S0004_56,t 7 _5a d a _4 x o Nm _1 S a_X n _1 b a_X n _5a ts_ u Nm _5a,t 7 _5a d a _4 x o Nm _1 s a_X n _1 b a_X n _5a ts_ u Nm _5a,t 7 _5a d a _5a x o Nm _1 S a_X n b a n _5a ts_ u j _5a
116,CNBA_Nu_6_S0003_125,S a N _5a S a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1 m o t _6b h o m _1 m M7 _1 t O _1 dZ O _5a l 7 n _5a k a _5a m a_X N _1 l a k _6b m E _6a,s a N _5a s a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1 m o t _6b h o m _1 m M7 _1 t O _1 dZ O _5a l 7 n _5a k a _5a m a_X N _1 l a k _6b m E _6a,S a N _5a S a N _5a m E _6a z 7_X n ts_ u Nm _5a d i _1 k ie m _5a a_X n _1 m o t _5a h o m _1 m M7 _1 t O _2 v a 7 N _5a k a _5a m a_X N _1 l 7_X t _6b m E _6a
117,THA_Nu_6_S00042_10,J a _2 S E _3 k O _5a J M N _4 a j _1,J a _2 S E _4 k O _5a J M N _4 a j _1,J a _2 S E _3 k O _5a J M N a j _1
118,HYT_Nu_6_S0005_4,ts_ uo t _6b u t _5b b uo n _2 l u j _4 k u j _4 d i _1 r a _1 S 7_X n _1,ts_ uo t _6b u t _5b b uo n _2 l u j _2 k u j _3 d i _1 r a _1 S 7_X n _1,ts_ uo t _6b u t _5b b uo n _2 l u j _2 k u j _2 d i _1 r a _1 S 7_X n _1
119,PC_7_NAM_S0004_92,k wp e _1 t 7 _5a k O _5a d e n _2 h u Nm _2 r 7_X t _5b t O _1 v a _2 k O _5a m o t _6b k O n _1 S o Nm _1 r 7_X t _5b t O _1 S a_X w _1 J a _2 b a _2 N wp a j _6a t 7 _5a,k wp e _1 t 7 _5a k O _5a d e n _2 h u Nm _2 z 7_X t _5b t O _1 v a _2 k O _5a m o t _6b k O n _1 s o Nm _1 r 7_X t _5b t O _1 s a_X w _1 J a _2 b a _2 N wp a j _6a t 7 _5a,k 7_X w l e _1 t t 7 w _5a k O _5a d e n _2 t_h u Nm _2 r 7_X t _5b t O _1 v a _2 k O _5a m o t _6b k O n _1 o Nm _2 r 7_X t _5b t O t _6b S o N _2 a n _2 b a n _2 G wp a j _2 t 7 _5a
120,HYT_Nu_6_S0005_57,t_h 7 _3 S 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4,t_h 7 _3 s 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4,t_h 7 _3 s e _1 M7 t _5b 7 _3 tS e n _1 v a w _2 k o _3 f u _4
121,ĐNK_7_NU_S0048_85,b a_X j _1 d e n _5a d 7_X w _6a 7 _3 J M N _4 b u j _6a k 7_X j _1 k wp E_X J _1 h o _2,b a_X j _1 d e n _5a d o Nm _6a 7 _3 J M N _4 b u j _6a k 7_X j _1 k wp E_X J _1 h o _2,b a_X j _1 d e n _2 d o Nm _6a 7 _3 J M N _4 b u j _6a k 7_X j _1 k wp E_X J _1 h o _2
122,PC_7_NAM_S0004_37,v i _2 S a w _1 b a n _6a l a j _6a t_h i k _5b l wp a j _2 ts_ i m _1 d O _5a,v i _2 s a w _1 b a n _6a l a j _6a t_h i k _5b l wp a j _2 ts_ i m _1 d O _5a,v i _2 S a w _1 m a _2 l a j _6a i k _6b l wp a j _2 i m _1 d O _5a
123,TTD_7_NAM_S0001_159,h a j _1 l a _2 k a j _5a S M N _2 n O _5a v e J _1 v e J _1,h a j _1 l a _2 k a j _5a s M N _2 n O _5a v e J _1 v e J _1,h a j _1 l 7_X _2 k a j _5a S M N _2 n o v i J _1 v wp i J _3
124,NT_7_NAM_S0009_38,v i _2 S a w _1 t_h 7_X n _2 dZ O _5a f a j _3 ts_ i w _6a t_h uo _1 o Nm _1 m E_X J _6a,v i _2 s a w _1 t_h 7_X n _2 dZ O _5a f a j _3 ts_ i w _6a t_h uo _1 o Nm _1 m E_X J _6a,v i _2 S a w _1 t_h 7_X w _2 n O _5a a j _3 ts_ i w _6a t_h uo _1 o Nm _1 m E_X J _6a
125,NT_7_NAM_S0009_21,h wp E_X J _2 h E_X J _2 l a m _2 J ie w _2 d ie w _2 N a N _1 N M7 k _6b tS e n _1 x a_X p _5b m o t _6b v u Nm _2 x o Nm _1 k ie N _1 n e _3 a j _1,h wp a N _2 h E_X J _2 l a m _2 J ie w _2 d ie w _2 N a N _1 N M7 k _6b tS e n _1 x a_X p _5b m o t _6b v u Nm _2 x o Nm _1 k ie N _1 n e _3 a j _1,h wp a N _2 h E_X J _2 l a m _2 J ie w _2 d ie w _2 N a N _1 N M7 k _6b tS e n _1 G a k _5b m o t _6b v u Nm _2 r o Nm _6a x o k ie N _1 n e j _3 a j _1
