,Path,Canonical,Transcript,Predict
126,NT_7_NAM_S0009_3,d 7_X j _1 l a _2 n 7 j _1 t_h 7_X n _2 dZ O _5a dZ O _5a h wp E_X J _2 h E_X J _2,d 7_X j _1 l a _2 l 7 j _1 t_h 7_X n _2 dZ O _5a dZ O _5a h wp a n _2 h E_X J _2,d 7_X j l a _2 l 7 j t 7_X n _2 dZ O p _6b dZ O _5a h wp a N _2 h E_X J _2
127,NDBA_7_NAM_S0010_9,t 7 _5a f a t _5b h ie n _6a r a _1 m i J _2 k O _5a ts_ ie k _5b m u j _4,t 7 _5a f a t _5b h ie n _6a z a _1 m i J _2 k O _5a ts_ ie k _5b m u j _4,t 7 _5a f a t h ie n _6a r a _1 m i J _2 k O _5a ts_ ie k _5b m u j _4
128,PC_7_NAM_S0004_97,v i _2 S a w _1 b a n _6a l a j _6a t_h i k _5b v e _2 k wp e _1,v i _2 s a w _1 b a n _6a l a j _6a t_h i k _5b v e _2 k wp e _1,v i _2 S a w _1 b a n _6a l a j _6a t_h i k _2 v e _2 k wp e _1
129,PTL_7_NU_S0008_75,k a _5a S 7_X w _5a m E _6a t_h a _1 t M N _2 d M7 _5a k O n _1 tS O_X Nm _1 m ie N _6a d e n _5a n 7 j _1 n O _5a m uo n _5a m a _2 x o Nm _1 l a m _2 d a_X w _1 k O n _1,k a _5a s 7_X w _5a m E _6a t_h a _1 t M N _2 d M7 _5a k O n _1 tS O_X Nm _1 m ie N _6a d e n _5a l 7 j _1 l O _5a m uo n _5a m a _2 x o Nm _1 l a m _2 d a_X w _1 k O n _1,k a _5a S 7_X w _5a m E _6a t_h a _2 t M N _2 d M7 _3 k O n _5a tS O_X m _1 m ie N _6a d e n _5a n 7 j _1 n O _5a m o n _5a m a _3 x o Nm _1 m a m _2 d a_X w _1 k O n _1
130,CPT_Nu_6_S0004_105,S a N _5a S a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a k ie m _5a a_X n _1,s a N _5a s a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a k ie m _5a a_X n _1,S a N _5a S a N _5a m E _6a z 7_X n _5a ts_ u _5a d i _1 k ie n _5a k ie m a_X n _1
131,NHM_7_NU_S0006_175,J a _2 v uo _1 J 7_X n _6a k wp a _2 r o j _2 k a m _3 7 n _1 ts_ u _3 J 7_X n _1 k uo _3 m E w _2 r 7_X t _5b ts_ 7_X n _1 t_h E_X J _2,J a _2 v uo _1 J 7_X n _6a k wp a _2 z o j _2 k a m _3 7 n _1 ts_ u _3 J 7_X n _1 k uo _3 m E w _2 z 7_X t _5b ts_ 7_X n _1 t_h E_X J _2,v a n_2 u 7_X n k wp a k a N _3 O N _3 M N _3 i n _1 o N _3 J O Nm _3 N 7_X t _5b ts_ 7_X n _1 t_h E_X J _2
132,NMA_7_NU_S0002_181,v M7 n _2 S a_X w _1 G a _2 b 7 j _5a dZ u n _1 l e n _1,v M7 n _2 s a_X w _1 G a _2 m 7 j _5a dZ u n _1 l e n _1,v M7 n _5a S a_X w _1 G a _2 m 7 j _5a r u t _1 l e n _1
133,TTMK_7_NU_S0044_281,m o j _4 l M7 _5a h a j _1 tS M N _5a,m o j _4 l M7 _5a h a j _1 ts_ M N _5a,m o j _4 l M7 _5a h a j _1 tS M N _5a
134,NDBA_7_NAM_S0010_80,J a _2 v uo _1 m u Nm _2 r 7 _4 n O j _5a,J a _2 v uo _1 m u Nm _2 z 7 _4 n O j _5a,J a _2 v uo _1 m M N _2 dZ M _4 n O j _5a
135,NTM_Nam_6_S00010_10,k O _5a l M N _1 h u _4 r M7 w _6a,k O _5a l M N _1 h u _4 r ie w _6a,k O _5a l M N _1 v u _5a r M7 w _6a
136,CNBA_Nu_6_S0003_128,k a _5a m a_X N _1 k a m _3 t_h 7_X j _5a t_h e _5a n a w _2,k a _5a m a_X N _1 k a m _3 t_h 7_X j _5a t_h e _5a l a w _2,k a _5a m a _5a k a m _3 t_h 7_X j _5a t_h e _5a l a _2
137,PTL_7_NU_S0008_89,k a j _5a v O j _2 n O _5a k uo n _5a d o _3 J a _2 d o _3 k 7_X j _1,k a j _5a v O_X Nm _2 n O _5a k uo n _5a d o _3 J a _2 d o _3 k 7_X j _1,k a j _5a v O_X N _2 n O _5a k uo n _5a d o _3 J a _2 d o _3 k 7_X j _1
138,THA_Nu_6_S00042_186,z e _1 m E _6a v e _2 J a _2 x E n _1 k a k _5b k O n _1 t_h e _5a n a w _2,r e _1 m E _6a v e _2 J a _2 x E n _1 k a k _5b k O n _1 t_h e _5a n a w _2,v e n _1 n v e _2 J a _2 x ie n _1 k a k _5b k O n _1 t_h e _5a n a w _2
139,NMA_7_NU_S0002_61,h wp a _1 m a j _1 ts_ i _3 S a_X j _1,h wp a _1 m a j _1 ts_ i _3 s a_X j _1,h wp a _1 m a j _1 ts_ i _3 S a_X j _1
140,NT_7_NAM_S0009_13,x o Nm _1 S a N _5a m a j _1 t a _1 S E _4 m 7 j _2 o Nm _1 v a w _2,x o Nm _1 s a N _5a m a j _1 t a _1 S E _4 m 7 j _2 o Nm _1 v a w _2,x o Nm _1 S a N _5a m a j _1 t a _1 S E _4 m 7 j _2 o Nm _1 v a w _2
141,PC_7_NAM_S0004_111,m E _6a t 7 _5a tS o Nm _2 r 7_X t _5b J ie w _2 h wp a _1 h o Nm _2,m E _6a t 7 _5a tS o Nm _2 z 7_X t _5b J ie w _2 h wp a _1 h o Nm _2,m E _6a t 7 _5a tS o Nm _2 r 7_X t _6b J ie w _5a h wp a _1 h o Nm _2
142,CNBA_Nu_6_S0003_56,t_h O _3 S 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4,t_h O _3 s 7 _6a M7 t _5b 7 _3 tS e n _1 b 7 _2 k o _3 v u _4,t_h O _2 s 7 _1 M7 t _5b 7 _3 tS e n _1 b 7 _2 k o v u _4
143,NDBA_7_NAM_S0010_73,d i _1 h ie _1 v a w _2 m E w _2 t_h a _3 b o _6a t_h O_X Nm _1 z O_X Nm _1 d 7_X j _2 h E_X J _4 z ie n _6a,d i _1 h ie _1 v a w _2 m E w _2 t_h a _3 b o _6a t_h O_X Nm _1 z O_X Nm _1 d 7_X j _2 h E_X J _4 z ie t _6b,b ie _1 h ie _1 v a w _2 m E w _2 t_h a _3 b o _2 t_h O_X Nm _1 z O_X Nm _1 d 7_X j _2 h E_X J _1 z ie t _2
144,CNBA_Nu_6_S0003_17,m o t _6b l u kp _5b S a_X w _1 n O _5a m a N _1 k wp a _3 b O_X Nm _5a l e n _1,m o t _6b l u kp _5b s a_X w _1 l O _5a m a N _1 k wp a _3 b O_X Nm _5a l e n _1,m o t _6b l u kp _5b S a_X w l O m a N _1 k wp a _3 b O_X Nm _5a l e n _1
145,THA_Nu_6_S00042_87,ts_ i _6a tS a _2 z o _4 b E _5a J M _1 t_h e _5a n a w _2,ts_ i _6a tS a _2 r o _4 b E _5a J M _1 t_h e _5a n a w _2,ts_ i _6a tS a _2 r o _4 b E _5a J M _1 t_h e _5a n a w _2
146,THA_Nu_6_S00042_96,d u Nm _5a r o j _2 k 7_X w _6a dZ O j _3 k wp a _5a,d u Nm _5a r o j _2 k 7_X w _6a r O j _3 k wp a _5a,d u Nm _5a r o j _2 k 7_X w _6a r O j _5a k wp a _5a
147,PTL_7_NU_S0008_136,k O n _1 dZ i _2 k O _5a b M7 w _5a tS e n _1 l M N _1,k O n _1 dZ i _2 k O _5a b ie w _5a tS e n _1 l M N _1,k O n _1 dZ i _2 k O _5a m ie w _5a tS e n _1 l M N _1
148,PTL_7_NU_S0008_96,t 7 _5a m a N _1 t 7 _5a m a N _1 m o t _6b k O n _1 S O j _5a,t 7 _5a m a N _1 t 7 _5a m a N _1 m o t _6b k O n _1 s O j _5a,t 7 _5a m a N _1 t 7 _5a m a N _1 m o t _6b k O n _1 S O j _5a
149,PTL_7_NU_S0008_104,t 7 _5a t_h 7_X j _5a m o t _6b k O n _1 r a_X n _5a,t 7 _5a t_h 7_X j _5a m o t _6b k O n _1 z a_X n _5a,t 7 _5a e _5a o t k O n _1 a n _5a
150,LXT_Nam_6_S0008_125,h a t _6b n a_X N _5a G a_X p _6b b o Nm _1 h o Nm _2 b i _6a G a_X j _4 k E_X J _2 d a N _1 S u t _6b S u j _2 x O_X kp _5b,h a t _6b n a_X N _5a G a_X p _6b b o Nm _1 h o Nm _2 b i _6a G a_X j _4 k E_X J _2 d a N _1 s u t _6b s u j _2 x O_X kp _5b,h a t _6b n a_X N v a _3 m 7 _1 h o Nm _3 b i _6a G a_X j _5a k a N _2 d a N _1 S u t _6b S u j _2 x O_X kp _5b
151,TPA_Nu_6_S0009_133,N E _1 ts_ i _6a k a _3 n O j _5a s O_X Nm _1 S O_X kp _5b k O n _1 dZ 7_X n _6a z M _4 m a_X N _5a ts_ i _6a k a _3,N E _1 ts_ i _6a k a _3 n O j _5a s O_X Nm _1 s O_X kp _5b k O n _1 k 7_X n _6a z M _4 m a_X N _5a ts_ i _6a k a _3,N E j _1 ts_ i _3 k a _3 n O j _5a s O_X Nm _1 s O_X kp _5b k O n _1 t 7_X n _6a dZ M _5a m a_X N _5a ts_ i _6a k a _3
152,TTD_7_NAM_S0001_96,x o Nm _1 k 7_X w _6a n O j _5a t_h e _5a t_h i _2 S a j _1 r o j _2,x o Nm _1 k 7_X w _6a n O j _5a t_h e _5a t_h i _2 s a j _1 r o j _2,x o Nm _1 k 7_X w _6a n O j _5a t_h e _5a i _2 S a j _2 r o j _2
153,NMA_7_NU_S0002_277,ts_ ie n _5a k 7_X n _1 n a_X j _2 d e _3 dZ u p _5b f a t _5b h ie n _6a J M N _4 S a n _3 f 7_X m _3 x o Nm _1 a n _1 t wp a n _2 ts_ O _1 S M k _5b x wp E _3 k O n _1 N M7 j _2,ts_ ie n _5a k 7_X n _1 l a_X j _2 d e _3 dZ u p _5b f a t _5b h ie n _6a J M N _4 s a n _3 f 7_X m _3 x o Nm _1 a n _1 t wp a n _2 ts_ O _1 s M k _5b x wp E _3 k O n _1 N M7 j _2,ts_ ie n _5a k 7_X n _6a l a_X j _2 d e _3 dZ u p _5b v a t _5b h ie n _6a J M N _4 S a n _5b f 7_X n _3 x o Nm _1 a n _1 t wp a n _2 ts_ O_X N _1 S M k _5b x wp E _3 k O n _1 M7 j _2
154,CPT_Nu_6_S0004_148,k a _5a m 7_X p _6b a p _5b S a t _5b k a _5a m a_X N _1,k a _5a m 7_X p _6b a p _5b s a t _5b k a _5a m a_X N _1,k a _3 m 7_X p _6b a p _5b S a p _5b k a _3 m a_X N _1
155,THA_Nu_6_S00042_115,b a n _6a d a _4 b a w _1 dZ 7 _2 d M7 k _6b s E m _1 k M _3 t a _6a ts_ M7 _1,b a n _6a d a _4 b a w _1 r 7 _2 d M7 k _6b s E m _1 k M _3 t a _6a ts_ M7 _1,b a n _6a d a _4 b a w _1 dZ 7 _2 d M7 k _6b s E m _1 k M _3 t a _6a ts_ M7 _1
156,LXT_Nam_6_S0008_50,J i n _2 b a k _5b ts_ O _5a d a N _1 N e k _5b m O m _4 n a_X m _2 z a j _2 tS e n _1 S 7_X n _1 t a_X m _5a n a_X N _5a ts_ u _5a b E n _2 l a j _6a G 7_X n _2 l a_X j _1 l a_X j _1,J i n _2 b a k _5b ts_ O _5a d a N _1 N e J _4 m O m _4 n a_X m _2 z a j _2 tS e n _1 s 7_X n _1 t a_X m _5a n a_X N _5a ts_ u _5a b E n _2 l a j _6a G 7_X n _2 l a_X j _1 l a_X j _1,J i n _2 b a k _5b tS O _5a d a N _1 N 7_X n _4 m O_X Nm _4 l a N _2 dZ a_X j _3 tS e n _1 s 7_X n _1 d a n _2 a_X N _5a ts_ u v e _3 l E_X J _6a G 7_X n _3 l E_X j _1 e J _1
157,NHM_7_NU_S0006_17,m 7_X j _5a t_h a N _5a S a_X w _1 t_h 7_X n _2 dZ O _5a d e n _5a J a _2 o Nm _1 m E_X J _6a t O _3 v E _3 a_X n _1 n a_X n _1,m 7_X j _5a t_h a N _5a s a_X w _1 t_h 7_X n _2 dZ O _5a d e n _5a J a _2 o Nm _1 m E_X J _6a t O _3 v E _3 a_X n _1 l a_X n _1,m 7_X j _5at_h a N _5a S a_X w _5a t_h 7_X n _5a dZ O _5a d e n _5aJ a _2 o Nm _1 m e J _2t O _5a e _5a a n n a_X n _2
158,TPA_Nu_6_S0009_48,G a _2 tS o Nm _5a S 7 _6a h e t _5b h o n _2 ts_ a_X j _6a m 7_X t _5b,G a _2 tS o Nm _5a s 7 _6a h e t _5b h o n _2 ts_ a_X j _6a m 7_X t _5b,G 7 u Nm _5a S 7 _1 h e t _5b h M N _2 ts_ 7 j _6a m 7_X t _5b
159,NMA_7_NU_S0002_62,n a_X N _5a f a _1 ts_ u t _5b dZ O _5a,l a_X N _5a f a _1 ts_ u t _5b dZ O _5a,l a_X N _5a f a _5a t_h u _5a dZ o _5a
160,ĐNL_Nu_6_S0007_67,a _2 t 7 _5a t_h 7_X j _5a k a _5a b 7 j _1 z M7 j _5a S uo j _5a k 7_X w _6a a _6a,a _2 t 7 _5a t_h 7_X j _5a k a _5a b 7 j _1 z M7 j _5a s uo j _5a k 7_X w _6a a _6a,a _2 t_h M j _5a t_h 7_X j _5a k a m _5a b 7 j _5a r uo t _5a S uo j _5a k 7_X w _6a a _6a
161,CNBA_Nu_6_S0003_77,k O n _1 t e n _1 l a _2 ts_ u _1 N wp ie n _4 b a w _3 a n _1 S a_X w _1 d 7_X j _1 k O n _1 S E _4 d O_X kp _6b b a j _2 n a N _2 t ie n _1 k a _5a,k O n _1 t e n _1 l a _2 ts_ u _1 N wp ie n _4 b a w _3 a n _1 s a_X w _1 d 7_X j _1 k O n _1 S E _4 d O_X kp _6b b a j _2 l a N _2 t ie n _1 k a _5a,k O n _1 t e n _1 l a _2 ts_ u _4 N wp ie n _4 b a w _3 a n _1 S a_X w _1 d 7_X j _1 k O n _1 S E _4 d O_X kp _6b b a j _2 l a N _6b t e n _1 k a _5a
162,TPA_Nu_6_S0009_77,N E _1 S O_X kp _5b k O n _1 n O j _5a v 7_X j _6a ts_ i _6a k a _3 v o j _6a d a p _5b,N E _1 s O_X kp _5b k O n _1 n O j _5a v 7_X j _6a ts_ i _6a k a _3 v o j _6a d a p _5b,J E S O_X kp _1 k O n _1 O j _5a 7_X j _6a t_h i _2 k a _3 v o j _6a d a p _5b
163,NHM_7_NU_S0006_43,v i _2 S a w _1 t_h 7_X n _2 v i _2 S a w _1 o Nm _1 v i _2 S a w _1 t_h 7_X n _2 dZ O _5a l a j _6a a_X n _1 n a_X n _1 t O _3 v E _3 a_X n _1 n a_X n _1,v i _2 s a w _1 t_h 7_X n _2 v i _2 s a w _1 o Nm _1 v i _2 s a w _1 t_h 7_X n _2 dZ O _5a l a j _6a a_X n _1 l a_X n _1 t O _3 v E _3 a_X n _1 l a_X n _1,v i _2 S a_X w _1 t_h 7_X n _2 v i _2 S a w _1 o Nm _1 v i _2 S a w _1 t_h 7_X n _2 dZ O t _2 l a j _6a a a_X n _1 n a_X N _1 b O _3 a a_X n l a_X n _1
164,CNBA_Nu_6_S0003_163,v i _2 S a w _1 k a _5a m a_X N _1 b O _3 k a _5a m 7_X p _6b,v i _2 s a w _1 k a _5a m a_X N _1 b O _3 k a _5a m 7_X p _6b,v i _2 S a w _6a k a _5a m a_X m _6a h b O _3 k a _5a v a w _4
165,NHM_7_NU_S0006_62,r a_X m _2 t_h a N _5a b a_X j _3 n M7 k _5b J a_X j _3 l e n _1 b 7 _2,z a_X m _2 t_h a N _5a b a_X j _3 n M7 k _5b J a_X j _3 l e n _1 b 7 _2,r a_X N _2 a_X N _5a v a_X j _6a h M k _5b J 7_X n _6a n e n _2 b 7 _2
166,NMA_7_NU_S0002_238,k O n _1 ts_ a_X w _5a k uo _3 r o Nm _2 ts_ a_X w _5a t ie n _1,k O n _1 ts_ a_X w _5a k uo _3 z o Nm _2 ts_ a_X w _5a t ie n _1,k O n _1 ts_ O _5a k uo _3 z o Nm _2 ts_ a_X w _5a t ie n _3
167,PC_7_NAM_S0004_122,k O n _1 m E w _2 J a _2 t 7 _5a r 7_X t _5b d a N _5a ie w _1,k O n _1 m E w _2 J a _2 t 7 _5a z 7_X t _5b d a N _5a ie w _1,k O n _1 m e w _5a J a _2 t 7 _5a r 7_X t _6b d a N _5a ie w _1
168,NMA_7_NU_S0002_182,l u _4 k O n _1 ts_ ie m _1 ts_ ie p _5b t_h E w _1 l ie n _2 d a_X N _2 S a_X w _1,l u _4 k O n _1 ts_ ie m _1 ts_ ie p _5b t_h E w _1 l ie n _1 d a_X N _2 s a_X w _1,l u _6a k O n _1 ts_ ie m _1 ts_ ie p _5b t_h E w _1 l ie n _1 d a_X N _2 S a_X w _1
169,NMA_7_NU_S0002_26,l O_X Nm _2 S uo j _5a J ie w _2 d a _5a S a_X k _5b,l O_X Nm _2 s uo j _5a J ie w _2 d a _5a s a_X k _5b,l O_X Nm _2 S uo j _5a J ie w _2 d a _4 S a_X k _5b
170,NTM_Nam_6_S00010_11,k O _5a x M7 w _5a d E_X J _5a d u _1,k O _5a x ie w _5a d E_X J _5a d u _1,k O _5a h ie w _5a d E_X J _5a d u _1
171,CPT_Nu_6_S0004_28,n O _5a k wp a t _5b t O _1 l a m _2 ts_ uo t _6b k O n _1 r 7_X t _5b S 7 _6a,n O _5a k wp a t _5b t O _1 l a m _2 ts_ uo t _6b k O n _1 r 7_X t _5b s 7 _6a,n O _5a k wp a _3 t O _1 l a m _2 m o t ts_ uo t _6b k O n _1 r 7_X t _5b S 7 _6a
172,NMA_7_NU_S0002_222,7 _3 7_X w _1 k 7 _1 k u Nm _2 n a_X m _1 m M7 j _1 k O n _1 s i J _1 S i J _1 S o Nm _5a tS e n _1 d 7_X t _5b l ie n _2,7 _3 7_X w _1 k 7 _1 k u Nm _2 n a_X m _1 m M7 j _1 k O n _1 s i J _1 s o Nm _5a tS e n _1 d 7_X t _5b l ie n _2,a w _3 7_X w _1 k 7 _1 k u Nm n a_X m _1 m M7 j _1 k O n _1 S i J _1 S o Nm _5a tS e n _1 d 7_X t _5b l ie n _2
173,MK_7_NU_S0007_26,b O _2 7 j _1 b O _2 N i _3,b O _2 7 j _1 b O _2 N i _4,b O _2 7 j _1 b O _2 l i _1
174,TPA_Nu_6_S0009_73,S O_X kp _5b k O n _1 v 7_X N _1 l 7 j _2 b a _2 m a N _1 t_h M _1 d i _1,s O_X kp _5b k O n _1 v 7_X N _1 l 7 j _2 b a _2 m a N _1 t_h M _1 d i _1,s O kp _5b k O n _1 v O_X Nm _1 l 7 j _2 b a _2 m a N _1 t_h M _1 d i _1
175,PC_7_NAM_S0004_109,t 7 _5a k u Nm _4 r 7_X t _5b t_h i k _5b h wp a _1 h o Nm _2,t 7 _5a k u Nm _4 z 7_X t _5b t_h i k _5b h wp a _1 h o Nm _2,t 7 _5a k u Nm _5a r 7_X t t_h i k _5b h wp a h o Nm _2
176,CPT_Nu_6_S0004_126,S a N _5a S a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1,s a N _5a s a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1,S a N _5a S a N _5a m E _6a z 7_X n _1 ts_ u _5a d i _5a k ie m _5a a_X n _1
177,TTD_7_NAM_S0001_26,m a_X t _5b d E n _1 S a N _5a N 7 j _2,m a_X t _5b d E n _1 s a N _5a N 7 j _2,m a t _5b d E m _1 S a N _5a N 7 j _2
178,TPA_Nu_6_S0009_88,o j _1 t_h e _5a a _2 S O_X kp _5b ts_ i _6a b uo n _2 k wp a _5a,o j _1 t_h e _5a a _2 s O_X kp _5b ts_ i _6a b uo n _2 k wp a _5a,o j _1 t_h e _5a a _2 s a k _5b ts_ i _6a b uo n _2 k wp a _5a
179,NHM_7_NU_S0006_186,v uo _1 J 7_X n _6a r a _1 N a_X j _1 dZ O_X Nm _6a k uo _3 m E w _2 d a _4 t a_X N _6a m i J _2 r 7_X t _5b J ie w _2 m O n _5a k wp a _2 z a w _6a tS M7 k _5b,v uo _1 J 7_X n _6a z a _1 N a_X j _1 dZ O_X Nm _6a k uo _3 m E w _2 d a _4 t a_X N _6a m i J _2 z 7_X t _5b J ie w _2 m O n _5a k wp a _2 z a w _6a tS M7 k _5b,v M7 N _1 7_X n _6a r a _1 N a_X j _1 dZ O_X Nm _2 k uo _2 E w d a _4_6a t a_X N _2 r 7_X t _5b J ie w _2 O n _5a wp a _2 a N _6a tS M7 k _5b
180,NMA_7_NU_S0002_65,t_h wp a_X t _5b m uo _2 s wp 7_X n _1 S a N _1,t_h wp a t _5b m uo _2 s wp 7_X n _1 s a N _1,t_h a t _5b m uo _2 s wp 7_X n _1 S a N _1
181,THA_Nu_6_S00042_18,b a n _6a ts_ O _1 m i J _2 b ie t _5b t ie N _5a n a w _2 k O _5a 7_X m _1 S 7 _2,b a n _6a ts_ O _1 m i J _2 b ie t _5b t i J _5a n a w _2 k O _5a 7_X m _1 S 7 _2,m a _6a ts_ O _5a m i J _2 b ie t _5b t ie J _5a n a w _5a k O _5a 7_X m _1 s 7 _2
182,THA_7_NU_S0043_129,r a_X w _1 s u m _1 s wp e _1 n M7 N _1 b a j _4,r a_X w _1 s u m _1 s wp e _1 l M7 N _1 b a j _4,r a_X w _1 s u Nm _1 s wp E n _1 l M7 N _1 b a j _4
183,NHM_7_NU_S0006_84,n M7 k _5b z O_X Nm _2 S o Nm _1 k M w _3 l O_X Nm _1,n M7 k _5b z O_X Nm _2 s o Nm _1 k M w _3 l O_X Nm _1,n M7 _2 t_h o Nm _2 s o Nm _1 k M _3 l a_X w _1
184,MK_7_NAM_S0005_34,k wp e _1 t 7 _5a k O _5a m O n _5a b E_X J _5a d a _1 k e _5a r 7_X t _5b N O n _1 7 _2 d 7 n _1 dZ a n _3 J M N _1 m a _2 n O _5a l a j _6a r 7_X t _5b N O n _1,k wp e _1 t 7 _5a k O _5a m O n _5a b E_X J _5a d a _1 k e _5a z 7_X t _5b N O n _1 7 _2 d 7 n _1 dZ a n _3 J M N _1 m a _2 n O _5a l a j _6a z 7_X t _5b N O n _1,k wp e _1 t 7 _5a k O _5a m O n _5a b E_X J _5a d a w _1 k e _5a r 7_X t _5b N O n _1 7 t _6b tS a G 7 n _1 dZ a n _3 J M N _1_5a m a _2 n O _5a l a j _6a r 7_X t _5b N O n _1
185,TTD_7_NAM_S0001_134,k a j _5a S M N _2 n O _5a v e J _1 v e J _1,k a j _5a s M N _2 n O _5a v e J _1 v e J _1,k a j _5a S M N _5a n O _5a v e J _1 v e J _1
186,TPA_Nu_6_S0009_10,t ie p _5b d O _5a l a j _6a k wp a_X j _1 S a N _1 G a _2 m a j _5a v a N _2,t ie p _5b d O _5a l a j _6a k wp a_X j _1 s a N _1 G a _2 m a j _5a v a N _2,t ie p _5b d O _5a l a j k wp a_X j _1 S a N _1 G a _2 m a j _5a v a N _2
187,ĐNK_7_NU_S0048_146,ts_ E _1 tS E _1 ts_ 7 t _6b t M N _1 b M N _2,ts_ E _1 ts_ E _1 ts_ 7 t _6b t M N _1 b M N _2,ts_ a N _1 ts_ a _1 ts_ a_X t _2 t M N _1 b M N _2
188,MK_7_NAM_S0005_12,v M7 n _2 S a_X w _1 G a _2 b 7 j _5a dZ u n _1 l e n _1,v M7 n _2 s a_X w _1 G a _2 b 7 j _5a dZ u n _1 l e n _1,v 7_X n _2 s a_X w _1 G a _2 v 7 j _5a r u n _1 l e n _1
189,ĐNK_7_NU_S0048_24,r a_X w _1 s u m _1 s wp e _1 n M7 N _1 b a j _4,r a_X w _1 s u m _1 s wp e _1 n M7 N _1 m a j _4,r a_X w _1 s u Nm _1 s e m _1 n M7 w _1 m a j _6b
190,ĐNL_Nu_6_S0007_82,b a w _5a k O n _1 r 7_X t _5b b uo n _2,b a w _5a k O n _1 z 7_X t _5b b uo n _2,b O Nm _5a k O n _1 r 7_X t _5b b uo n _2
191,CPT_Nu_6_S0004_8,n O _5a k wp a t _5b r O _4 t O _1,n O _5a k wp a t _5b l o _6a t O _1,n O _5a k wp a t r o _6a t O _1
